window_id,sample_start,sample_end,n_eval,correct_estimated,interval_acc,cumulative_correct_estimated,cumulative_n_eval,cumulative_acc
3022,303124,303223,100.0,100.0,1.000000,290226.0,302200.0,0.960377
3023,303224,303323,100.0,99.0,0.990000,290325.0,302300.0,0.960387
3024,303324,303423,100.0,100.0,1.000000,290425.0,302400.0,0.960400
3025,303424,303523,100.0,92.0,0.920000,290517.0,302500.0,0.960387
3026,303524,303623,100.0,97.0,0.970000,290614.0,302600.0,0.960390
3027,303624,303723,100.0,100.0,1.000000,290714.0,302700.0,0.960403
3028,303724,303823,100.0,100.0,1.000000,290814.0,302800.0,0.960416
3029,303824,303923,100.0,97.5,0.975000,290911.5,302900.0,0.960421
3030,303924,304023,100.0,85.5,0.855000,290997.0,303000.0,0.960386
3031,304024,304123,100.0,99.0,0.990000,291096.0,303100.0,0.960396
3032,304124,304223,100.0,100.0,1.000000,291196.0,303200.0,0.960409
3033,304224,304323,100.0,100.0,1.000000,291296.0,303300.0,0.960422
3034,304324,304423,100.0,98.0,0.980000,291394.0,303400.0,0.960428
3035,304424,304523,100.0,89.0,0.890000,291483.0,303500.0,0.960405
3036,304524,304623,100.0,98.0,0.980000,291581.0,303600.0,0.960412
3037,304624,304723,100.0,100.0,1.000000,291681.0,303700.0,0.960425
3038,304724,304823,100.0,100.0,1.000000,291781.0,303800.0,0.960438
3039,304824,304923,100.0,97.0,0.970000,291878.0,303900.0,0.960441
3040,304924,305023,100.0,91.0,0.910000,291969.0,304000.0,0.960424
3041,305024,305123,100.0,99.0,0.990000,292068.0,304100.0,0.960434
3042,305124,305223,100.0,93.0,0.930000,292161.0,304200.0,0.960424
3043,305224,305323,100.0,100.0,1.000000,292261.0,304300.0,0.960437
3044,305324,305423,100.0,97.0,0.970000,292358.0,304400.0,0.960440
3045,305424,305523,100.0,89.75,0.897500,292447.75,304500.0,0.960420
3046,305524,305623,100.0,99.25,0.992500,292547.0,304600.0,0.960430
3047,305624,305723,100.0,83.0,0.830000,292630.0,304700.0,0.960387
3048,305724,305823,100.0,97.0,0.970000,292727.0,304800.0,0.960390
3049,305824,305923,100.0,94.75,0.947500,292821.75,304900.0,0.960386
3050,305924,306023,100.0,96.25,0.962500,292918.0,305000.0,0.960387
3051,306024,306123,100.0,99.25,0.992500,293017.25,305100.0,0.960397
3052,306124,306223,100.0,89.75,0.897500,293107.0,305200.0,0.960377
3053,306224,306323,100.0,100.0,1.000000,293207.0,305300.0,0.960390
3054,306324,306423,100.0,96.0,0.960000,293303.0,305400.0,0.960390
3055,306424,306523,100.0,94.0,0.940000,293397.0,305500.0,0.960383
3056,306524,306623,100.0,98.0,0.980000,293495.0,305600.0,0.960389
3057,306624,306723,100.0,81.0,0.810000,293576.0,305700.0,0.960340
3058,306724,306823,100.0,99.0,0.990000,293675.0,305800.0,0.960350
3059,306824,306923,100.0,95.0,0.950000,293770.0,305900.0,0.960347
3060,306924,307023,100.0,90.0,0.900000,293860.0,306000.0,0.960327
3061,307024,307123,100.0,92.0,0.920000,293952.0,306100.0,0.960314
3062,307124,307223,100.0,95.0,0.950000,294047.0,306200.0,0.960310
3063,307224,307323,100.0,100.0,1.000000,294147.0,306300.0,0.960323
3064,307324,307423,100.0,93.0,0.930000,294240.0,306400.0,0.960313
3065,307424,307523,100.0,72.0,0.720000,294312.0,306500.0,0.960235
3066,307524,307623,100.0,98.0,0.980000,294410.0,306600.0,0.960241
3067,307624,307723,100.0,96.0,0.960000,294506.0,306700.0,0.960241
3068,307724,307823,100.0,100.0,1.000000,294606.0,306800.0,0.960254
3069,307824,307923,100.0,97.25,0.972500,294703.25,306900.0,0.960258
3070,307924,308023,100.0,89.75,0.897500,294793.0,307000.0,0.960238
3071,308024,308123,100.0,96.0,0.960000,294889.0,307100.0,0.960238
3072,308124,308223,100.0,97.0,0.970000,294986.0,307200.0,0.960241
3073,308224,308323,100.0,100.0,1.000000,295086.0,307300.0,0.960254
3074,308324,308423,100.0,91.5,0.915000,295177.5,307400.0,0.960239
3075,308424,308523,100.0,91.5,0.915000,295269.0,307500.0,0.960224
3076,308524,308623,100.0,96.0,0.960000,295365.0,307600.0,0.960224
3077,308624,308723,100.0,99.0,0.990000,295464.0,307700.0,0.960234
3078,308724,308823,100.0,100.0,1.000000,295564.0,307800.0,0.960247
3079,308824,308923,100.0,92.5,0.925000,295656.5,307900.0,0.960235
3080,308924,309023,100.0,97.5,0.975000,295754.0,308000.0,0.960240
3081,309024,309123,100.0,96.75,0.967500,295850.75,308100.0,0.960243
3082,309124,309223,100.0,95.25,0.952500,295946.0,308200.0,0.960240
3083,309224,309323,100.0,100.0,1.000000,296046.0,308300.0,0.960253
3084,309324,309423,100.0,93.0,0.930000,296139.0,308400.0,0.960243
3085,309424,309523,100.0,97.0,0.970000,296236.0,308500.0,0.960246
3086,309524,309623,100.0,96.0,0.960000,296332.0,308600.0,0.960246
3087,309624,309723,100.0,83.0,0.830000,296415.0,308700.0,0.960204
3088,309724,309823,100.0,100.0,1.000000,296515.0,308800.0,0.960217
3089,309824,309923,100.0,95.0,0.950000,296610.0,308900.0,0.960214
3090,309924,310023,100.0,95.5,0.955000,296705.5,309000.0,0.960212
3091,310024,310123,100.0,98.5,0.985000,296804.0,309100.0,0.960220
3092,310124,310223,100.0,97.0,0.970000,296901.0,309200.0,0.960223
3093,310224,310323,100.0,97.0,0.970000,296998.0,309300.0,0.960226
3094,310324,310423,100.0,97.5,0.975000,297095.5,309400.0,0.960231
3095,310424,310523,100.0,88.75,0.887500,297184.25,309500.0,0.960208
3096,310524,310623,100.0,99.75,0.997500,297284.0,309600.0,0.960220
3097,310624,310723,100.0,100.0,1.000000,297384.0,309700.0,0.960232
3098,310724,310823,100.0,98.0,0.980000,297482.0,309800.0,0.960239
3099,310824,310923,100.0,100.0,1.000000,297582.0,309900.0,0.960252
3100,310924,311023,100.0,92.0,0.920000,297674.0,310000.0,0.960239
3101,311024,311123,100.0,89.75,0.897500,297763.75,310100.0,0.960218
3102,311124,311223,100.0,97.25,0.972500,297861.0,310200.0,0.960222
3103,311224,311323,100.0,98.0,0.980000,297959.0,310300.0,0.960229
3104,311324,311423,100.0,98.0,0.980000,298057.0,310400.0,0.960235
3105,311424,311523,100.0,99.25,0.992500,298156.25,310500.0,0.960246
3106,311524,311623,100.0,81.75,0.817500,298238.0,310600.0,0.960200
3107,311624,311723,100.0,96.0,0.960000,298334.0,310700.0,0.960200
3108,311724,311823,100.0,97.0,0.970000,298431.0,310800.0,0.960203
3109,311824,311923,100.0,97.0,0.970000,298528.0,310900.0,0.960206
3110,311924,312023,100.0,100.0,1.000000,298628.0,311000.0,0.960219
3111,312024,312123,100.0,93.5,0.935000,298721.5,311100.0,0.960211
3112,312124,312223,100.0,93.5,0.935000,298815.0,311200.0,0.960202
3113,312224,312323,100.0,94.25,0.942500,298909.25,311300.0,0.960197
3114,312324,312423,100.0,91.75,0.917500,299001.0,311400.0,0.960183
3115,312424,312523,100.0,93.0,0.930000,299094.0,311500.0,0.960173
3116,312524,312623,100.0,100.0,1.000000,299194.0,311600.0,0.960186
3117,312624,312723,100.0,92.5,0.925000,299286.5,311700.0,0.960175
3118,312724,312823,100.0,97.0,0.970000,299383.5,311800.0,0.960178
3119,312824,312923,100.0,96.5,0.965000,299480.0,311900.0,0.960180
3120,312924,313023,100.0,91.0,0.910000,299571.0,312000.0,0.960163
3121,313024,313123,100.0,100.0,1.000000,299671.0,312100.0,0.960176
3122,313124,313223,100.0,100.0,1.000000,299771.0,312200.0,0.960189
3123,313224,313323,100.0,77.0,0.770000,299848.0,312300.0,0.960128
3124,313324,313423,100.0,90.0,0.900000,299938.0,312400.0,0.960109
3125,313424,313523,100.0,96.0,0.960000,300034.0,312500.0,0.960109
3126,313524,313623,100.0,88.5,0.885000,300122.5,312600.0,0.960085
3127,313624,313723,100.0,98.5,0.985000,300221.0,312700.0,0.960093
3128,313724,313823,100.0,99.0,0.990000,300320.0,312800.0,0.960102
3129,313824,313923,100.0,91.0,0.910000,300411.0,312900.0,0.960086
3130,313924,314023,100.0,94.0,0.940000,300505.0,313000.0,0.960080
3131,314024,314123,100.0,82.0,0.820000,300587.0,313100.0,0.960035
3132,314124,314223,100.0,94.0,0.940000,300681.0,313200.0,0.960029
3133,314224,314323,100.0,99.0,0.990000,300780.0,313300.0,0.960038
3134,314324,314423,100.0,99.0,0.990000,300879.0,313400.0,0.960048
3135,314424,314523,100.0,90.0,0.900000,300969.0,313500.0,0.960029
3136,314524,314623,100.0,90.0,0.900000,301059.0,313600.0,0.960010
3137,314624,314723,100.0,95.0,0.950000,301154.0,313700.0,0.960006
3138,314724,314823,100.0,87.0,0.870000,301241.0,313800.0,0.959978
3139,314824,314923,100.0,93.0,0.930000,301334.0,313900.0,0.959968
3140,314924,315023,100.0,100.0,1.000000,301434.0,314000.0,0.959981
3141,315024,315123,100.0,86.0,0.860000,301520.0,314100.0,0.959949
3142,315124,315223,100.0,93.0,0.930000,301613.0,314200.0,0.959940
3143,315224,315323,100.0,79.0,0.790000,301692.0,314300.0,0.959885
3144,315324,315423,100.0,97.0,0.970000,301789.0,314400.0,0.959889
3145,315424,315523,100.0,98.0,0.980000,301887.0,314500.0,0.959895
3146,315524,315623,100.0,100.0,1.000000,301987.0,314600.0,0.959908
3147,315624,315723,100.0,91.75,0.917500,302078.75,314700.0,0.959894
3148,315724,315823,100.0,95.25,0.952500,302174.0,314800.0,0.959892
3149,315824,315923,100.0,79.25,0.792500,302253.25,314900.0,0.959839
3150,315924,316023,100.0,97.75,0.977500,302351.0,315000.0,0.959844
3151,316024,316123,100.0,99.0,0.990000,302450.0,315100.0,0.959854
3152,316124,316223,100.0,100.0,1.000000,302550.0,315200.0,0.959867
3153,316224,316323,100.0,98.5,0.985000,302648.5,315300.0,0.959875
3154,316324,316423,100.0,94.0,0.940000,302742.5,315400.0,0.959868
3155,316424,316523,100.0,86.75,0.867500,302829.25,315500.0,0.959839
3156,316524,316623,100.0,96.75,0.967500,302926.0,315600.0,0.959842
3157,316624,316723,100.0,100.0,1.000000,303026.0,315700.0,0.959854
3158,316724,316823,100.0,97.0,0.970000,303123.0,315800.0,0.959858
3159,316824,316923,100.0,100.0,1.000000,303223.0,315900.0,0.959870
3160,316924,317023,100.0,97.0,0.970000,303320.0,316000.0,0.959873
3161,317024,317123,100.0,95.0,0.950000,303415.0,316100.0,0.959870
3162,317124,317223,100.0,80.0,0.800000,303495.0,316200.0,0.959820
3163,317224,317323,100.0,97.0,0.970000,303592.0,316300.0,0.959823
3164,317324,317423,100.0,98.0,0.980000,303690.0,316400.0,0.959829
3165,317424,317523,100.0,97.0,0.970000,303787.0,316500.0,0.959833
3166,317524,317623,100.0,96.0,0.960000,303883.0,316600.0,0.959833
3167,317624,317723,100.0,97.0,0.970000,303980.0,316700.0,0.959836
3168,317724,317823,100.0,98.0,0.980000,304078.0,316800.0,0.959842
3169,317824,317923,100.0,91.0,0.910000,304169.0,316900.0,0.959826
3170,317924,318023,100.0,100.0,1.000000,304269.0,317000.0,0.959839
3171,318024,318123,100.0,96.0,0.960000,304365.0,317100.0,0.959839
3172,318124,318223,100.0,100.0,1.000000,304465.0,317200.0,0.959852
3173,318224,318323,100.0,93.0,0.930000,304558.0,317300.0,0.959842
3174,318324,318423,100.0,98.0,0.980000,304656.0,317400.0,0.959849
3175,318424,318523,100.0,99.0,0.990000,304755.0,317500.0,0.959858
3176,318524,318623,100.0,96.0,0.960000,304851.0,317600.0,0.959858
3177,318624,318723,100.0,99.0,0.990000,304950.0,317700.0,0.959868
3178,318724,318823,100.0,97.0,0.970000,305047.0,317800.0,0.959871
3179,318824,318923,100.0,95.25,0.952500,305142.25,317900.0,0.959869
3180,318924,319023,100.0,98.75,0.987500,305241.0,318000.0,0.959877
3181,319024,319123,100.0,94.0,0.940000,305335.0,318100.0,0.959871
3182,319124,319223,100.0,89.5,0.895000,305424.5,318200.0,0.959851
3183,319224,319323,100.0,99.5,0.995000,305524.0,318300.0,0.959862
3184,319324,319423,100.0,98.0,0.980000,305622.0,318400.0,0.959868
3185,319424,319523,100.0,100.0,1.000000,305722.0,318500.0,0.959881
3186,319524,319623,100.0,97.0,0.970000,305819.0,318600.0,0.959884
3187,319624,319723,100.0,99.0,0.990000,305918.0,318700.0,0.959893
3188,319724,319823,100.0,99.0,0.990000,306017.0,318800.0,0.959903
3189,319824,319923,100.0,88.0,0.880000,306105.0,318900.0,0.959878
3190,319924,320023,100.0,98.0,0.980000,306203.0,319000.0,0.959884
3191,320024,320123,100.0,98.0,0.980000,306301.0,319100.0,0.959890
3192,320124,320223,100.0,98.0,0.980000,306399.0,319200.0,0.959897
3193,320224,320323,100.0,100.0,1.000000,306499.0,319300.0,0.959909
3194,320324,320423,100.0,98.0,0.980000,306597.0,319400.0,0.959915
3195,320424,320523,100.0,98.0,0.980000,306695.0,319500.0,0.959922
3196,320524,320623,100.0,97.0,0.970000,306792.0,319600.0,0.959925
3197,320624,320723,100.0,97.0,0.970000,306889.0,319700.0,0.959928
3198,320724,320823,100.0,100.0,1.000000,306989.0,319800.0,0.959941
3199,320824,320923,100.0,99.0,0.990000,307088.0,319900.0,0.959950
3200,320924,321023,100.0,99.0,0.990000,307187.0,320000.0,0.959959
3201,321024,321123,100.0,100.0,1.000000,307287.0,320100.0,0.959972
3202,321124,321223,100.0,97.0,0.970000,307384.0,320200.0,0.959975
3203,321224,321323,100.0,98.0,0.980000,307482.0,320300.0,0.959981
3204,321324,321423,100.0,98.0,0.980000,307580.0,320400.0,0.959988
3205,321424,321523,100.0,98.5,0.985000,307678.5,320500.0,0.959995
3206,321524,321623,100.0,96.5,0.965000,307775.0,320600.0,0.959997
3207,321624,321723,100.0,99.0,0.990000,307874.0,320700.0,0.960006
3208,321724,321823,100.0,98.0,0.980000,307972.0,320800.0,0.960012
3209,321824,321923,100.0,91.0,0.910000,308063.0,320900.0,0.959997
3210,321924,322023,100.0,100.0,1.000000,308163.0,321000.0,0.960009
3211,322024,322123,100.0,99.0,0.990000,308262.0,321100.0,0.960019
3212,322124,322223,100.0,100.0,1.000000,308362.0,321200.0,0.960031
3213,322224,322323,100.0,100.0,1.000000,308462.0,321300.0,0.960044
3214,322324,322423,100.0,99.0,0.990000,308561.0,321400.0,0.960053
3215,322424,322523,100.0,97.0,0.970000,308658.0,321500.0,0.960056
3216,322524,322623,100.0,93.0,0.930000,308751.0,321600.0,0.960047
3217,322624,322723,100.0,100.0,1.000000,308851.0,321700.0,0.960059
3218,322724,322823,100.0,99.0,0.990000,308950.0,321800.0,0.960068
3219,322824,322923,100.0,99.0,0.990000,309049.0,321900.0,0.960078
3220,322924,323023,100.0,98.0,0.980000,309147.0,322000.0,0.960084
3221,323024,323123,100.0,95.25,0.952500,309242.25,322100.0,0.960081
3222,323124,323223,100.0,95.75,0.957500,309338.0,322200.0,0.960081
3223,323224,323323,100.0,92.0,0.920000,309430.0,322300.0,0.960068
3224,323324,323423,100.0,100.0,1.000000,309530.0,322400.0,0.960081
3225,323424,323523,100.0,100.0,1.000000,309630.0,322500.0,0.960093
3226,323524,323623,100.0,92.0,0.920000,309722.0,322600.0,0.960081
3227,323624,323723,100.0,99.0,0.990000,309821.0,322700.0,0.960090
3228,323724,323823,100.0,88.0,0.880000,309909.0,322800.0,0.960065
3229,323824,323923,100.0,94.0,0.940000,310003.0,322900.0,0.960059
3230,323924,324023,100.0,91.0,0.910000,310094.0,323000.0,0.960043
3231,324024,324123,100.0,99.0,0.990000,310193.0,323100.0,0.960053
3232,324124,324223,100.0,97.0,0.970000,310290.0,323200.0,0.960056
3233,324224,324323,100.0,97.0,0.970000,310387.0,323300.0,0.960059
3234,324324,324423,100.0,94.0,0.940000,310481.0,323400.0,0.960053
3235,324424,324523,100.0,92.0,0.920000,310573.0,323500.0,0.960040
3236,324524,324623,100.0,91.0,0.910000,310664.0,323600.0,0.960025
3237,324624,324723,100.0,90.0,0.900000,310754.0,323700.0,0.960006
3238,324724,324823,100.0,89.0,0.890000,310843.0,323800.0,0.959985
3239,324824,324923,100.0,99.0,0.990000,310942.0,323900.0,0.959994
3240,324924,325023,100.0,98.0,0.980000,311040.0,324000.0,0.960000
3241,325024,325123,100.0,98.0,0.980000,311138.0,324100.0,0.960006
3242,325124,325223,100.0,95.5,0.955000,311233.5,324200.0,0.960005
3243,325224,325323,100.0,93.5,0.935000,311327.0,324300.0,0.959997
3244,325324,325423,100.0,94.0,0.940000,311421.0,324400.0,0.959991
3245,325424,325523,100.0,95.75,0.957500,311516.75,324500.0,0.959990
3246,325524,325623,100.0,99.25,0.992500,311616.0,324600.0,0.960000
3247,325624,325723,100.0,96.0,0.960000,311712.0,324700.0,0.960000
3248,325724,325823,100.0,99.0,0.990000,311811.0,324800.0,0.960009
3249,325824,325923,100.0,89.0,0.890000,311900.0,324900.0,0.959988
3250,325924,326023,100.0,88.5,0.885000,311988.5,325000.0,0.959965
3251,326024,326123,100.0,93.5,0.935000,312082.0,325100.0,0.959957
3252,326124,326223,100.0,90.0,0.900000,312172.0,325200.0,0.959938
3253,326224,326323,100.0,100.0,1.000000,312272.0,325300.0,0.959951
3254,326324,326423,100.0,94.0,0.940000,312366.0,325400.0,0.959945
3255,326424,326523,100.0,99.0,0.990000,312465.0,325500.0,0.959954
3256,326524,326623,100.0,92.0,0.920000,312557.0,325600.0,0.959942
3257,326624,326723,100.0,92.5,0.925000,312649.5,325700.0,0.959931
3258,326724,326823,100.0,88.5,0.885000,312738.0,325800.0,0.959908
3259,326824,326923,100.0,92.5,0.925000,312830.5,325900.0,0.959897
3260,326924,327023,100.0,99.5,0.995000,312930.0,326000.0,0.959908
3261,327024,327123,100.0,97.0,0.970000,313027.0,326100.0,0.959911
3262,327124,327223,100.0,97.5,0.975000,313124.5,326200.0,0.959916
3263,327224,327323,100.0,91.5,0.915000,313216.0,326300.0,0.959902
3264,327324,327423,100.0,91.0,0.910000,313307.0,326400.0,0.959887
3265,327424,327523,100.0,94.0,0.940000,313401.0,326500.0,0.959881
3266,327524,327623,100.0,93.0,0.930000,313494.0,326600.0,0.959871
3267,327624,327723,100.0,100.0,1.000000,313594.0,326700.0,0.959884
3268,327724,327823,100.0,100.0,1.000000,313694.0,326800.0,0.959896
3269,327824,327923,100.0,97.0,0.970000,313791.0,326900.0,0.959899
3270,327924,328023,100.0,98.5,0.985000,313889.5,327000.0,0.959907
3271,328024,328123,100.0,92.75,0.927500,313982.25,327100.0,0.959897
3272,328124,328223,100.0,88.75,0.887500,314071.0,327200.0,0.959875
3273,328224,328323,100.0,94.0,0.940000,314165.0,327300.0,0.959869
3274,328324,328423,100.0,100.0,1.000000,314265.0,327400.0,0.959881
3275,328424,328523,100.0,99.0,0.990000,314364.0,327500.0,0.959890
3276,328524,328623,100.0,96.0,0.960000,314460.0,327600.0,0.959890
3277,328624,328723,100.0,93.0,0.930000,314553.0,327700.0,0.959881
3278,328724,328823,100.0,88.5,0.885000,314641.5,327800.0,0.959858
3279,328824,328923,100.0,90.0,0.900000,314731.5,327900.0,0.959840
3280,328924,329023,100.0,89.5,0.895000,314821.0,328000.0,0.959820
3281,329024,329123,100.0,100.0,1.000000,314921.0,328100.0,0.959832
3282,329124,329223,100.0,89.0,0.890000,315010.0,328200.0,0.959811
3283,329224,329323,100.0,93.75,0.937500,315103.75,328300.0,0.959804
3284,329324,329423,100.0,93.25,0.932500,315197.0,328400.0,0.959796
3285,329424,329523,100.0,95.75,0.957500,315292.75,328500.0,0.959795
3286,329524,329623,100.0,90.75,0.907500,315383.5,328600.0,0.959779
3287,329624,329723,100.0,96.5,0.965000,315480.0,328700.0,0.959781
3288,329724,329823,100.0,100.0,1.000000,315580.0,328800.0,0.959793
3289,329824,329923,100.0,97.0,0.970000,315677.0,328900.0,0.959796
3290,329924,330023,100.0,97.0,0.970000,315774.0,329000.0,0.959799
3291,330024,330123,100.0,98.0,0.980000,315872.0,329100.0,0.959806
3292,330124,330223,100.0,95.0,0.950000,315967.0,329200.0,0.959803
3293,330224,330323,100.0,95.75,0.957500,316062.75,329300.0,0.959802
3294,330324,330423,100.0,93.75,0.937500,316156.5,329400.0,0.959795
3295,330424,330523,100.0,97.5,0.975000,316254.0,329500.0,0.959800
3296,330524,330623,100.0,97.0,0.970000,316351.0,329600.0,0.959803
3297,330624,330723,100.0,99.0,0.990000,316450.0,329700.0,0.959812
3298,330724,330823,100.0,98.0,0.980000,316548.0,329800.0,0.959818
3299,330824,330923,100.0,95.25,0.952500,316643.25,329900.0,0.959816
3300,330924,331023,100.0,94.75,0.947500,316738.0,330000.0,0.959812
3301,331024,331123,100.0,87.25,0.872500,316825.25,330100.0,0.959786
3302,331124,331223,100.0,93.75,0.937500,316919.0,330200.0,0.959779
3303,331224,331323,100.0,96.0,0.960000,317015.0,330300.0,0.959779
3304,331324,331423,100.0,98.0,0.980000,317113.0,330400.0,0.959785
3305,331424,331523,100.0,93.75,0.937500,317206.75,330500.0,0.959778
3306,331524,331623,100.0,95.25,0.952500,317302.0,330600.0,0.959776
3307,331624,331723,100.0,94.0,0.940000,317396.0,330700.0,0.959770
3308,331724,331823,100.0,83.0,0.830000,317479.0,330800.0,0.959731
3309,331824,331923,100.0,96.0,0.960000,317575.0,330900.0,0.959731
3310,331924,332023,100.0,98.0,0.980000,317673.0,331000.0,0.959737
3311,332024,332123,100.0,96.25,0.962500,317769.25,331100.0,0.959738
3312,332124,332223,100.0,95.75,0.957500,317865.0,331200.0,0.959737
3313,332224,332323,100.0,93.75,0.937500,317958.75,331300.0,0.959731
3314,332324,332423,100.0,90.25,0.902500,318049.0,331400.0,0.959713
3315,332424,332523,100.0,90.5,0.905000,318139.5,331500.0,0.959697
3316,332524,332623,100.0,93.5,0.935000,318233.0,331600.0,0.959689
3317,332624,332723,100.0,99.0,0.990000,318332.0,331700.0,0.959699
3318,332724,332823,100.0,97.0,0.970000,318429.0,331800.0,0.959702
3319,332824,332923,100.0,91.5,0.915000,318520.5,331900.0,0.959688
3320,332924,333023,100.0,93.5,0.935000,318614.0,332000.0,0.959681
3321,333024,333123,100.0,96.0,0.960000,318710.0,332100.0,0.959681
3322,333124,333223,100.0,82.5,0.825000,318792.5,332200.0,0.959640
3323,333224,333323,100.0,92.5,0.925000,318885.0,332300.0,0.959630
3324,333324,333423,100.0,99.0,0.990000,318984.0,332400.0,0.959639
3325,333424,333523,100.0,97.0,0.970000,319081.0,332500.0,0.959642
3326,333524,333623,100.0,100.0,1.000000,319181.0,332600.0,0.959654
3327,333624,333723,100.0,98.0,0.980000,319279.0,332700.0,0.959660
3328,333724,333823,100.0,96.0,0.960000,319375.0,332800.0,0.959660
3329,333824,333923,100.0,77.75,0.777500,319452.75,332900.0,0.959606
3330,333924,334023,100.0,94.75,0.947500,319547.5,333000.0,0.959602
3331,334024,334123,100.0,97.75,0.977500,319645.25,333100.0,0.959607
3332,334124,334223,100.0,99.75,0.997500,319745.0,333200.0,0.959619
3333,334224,334323,100.0,90.0,0.900000,319835.0,333300.0,0.959601
3334,334324,334423,100.0,100.0,1.000000,319935.0,333400.0,0.959613
3335,334424,334523,100.0,94.75,0.947500,320029.75,333500.0,0.959609
3336,334524,334623,100.0,87.25,0.872500,320117.0,333600.0,0.959583
3337,334624,334723,100.0,95.0,0.950000,320212.0,333700.0,0.959580
3338,334724,334823,100.0,95.0,0.950000,320307.0,333800.0,0.959578
3339,334824,334923,100.0,98.0,0.980000,320405.0,333900.0,0.959584
3340,334924,335023,100.0,87.0,0.870000,320492.0,334000.0,0.959557
3341,335024,335123,100.0,98.5,0.985000,320590.5,334100.0,0.959565
3342,335124,335223,100.0,95.0,0.950000,320685.5,334200.0,0.959562
3343,335224,335323,100.0,99.5,0.995000,320785.0,334300.0,0.959572
3344,335324,335423,100.0,90.0,0.900000,320875.0,334400.0,0.959554
3345,335424,335523,100.0,100.0,1.000000,320975.0,334500.0,0.959567
3346,335524,335623,100.0,100.0,1.000000,321075.0,334600.0,0.959579
3347,335624,335723,100.0,94.0,0.940000,321169.0,334700.0,0.959573
3348,335724,335823,100.0,97.0,0.970000,321266.0,334800.0,0.959576
3349,335824,335923,100.0,90.75,0.907500,321356.75,334900.0,0.959560
3350,335924,336023,100.0,92.25,0.922500,321449.0,335000.0,0.959549
3351,336024,336123,100.0,98.0,0.980000,321547.0,335100.0,0.959555
3352,336124,336223,100.0,96.0,0.960000,321643.0,335200.0,0.959555
3353,336224,336323,100.0,99.0,0.990000,321742.0,335300.0,0.959565
3354,336324,336423,100.0,93.5,0.935000,321835.5,335400.0,0.959557
3355,336424,336523,100.0,96.5,0.965000,321932.0,335500.0,0.959559
3356,336524,336623,100.0,95.0,0.950000,322027.0,335600.0,0.959556
3357,336624,336723,100.0,98.0,0.980000,322125.0,335700.0,0.959562
3358,336724,336823,100.0,96.0,0.960000,322221.0,335800.0,0.959562
3359,336824,336923,100.0,92.0,0.920000,322313.0,335900.0,0.959550
3360,336924,337023,100.0,99.0,0.990000,322412.0,336000.0,0.959560
3361,337024,337123,100.0,95.75,0.957500,322507.75,336100.0,0.959559
3362,337124,337223,100.0,98.25,0.982500,322606.0,336200.0,0.959566
3363,337224,337323,100.0,96.25,0.962500,322702.25,336300.0,0.959567
3364,337324,337423,100.0,95.75,0.957500,322798.0,336400.0,0.959566
3365,337424,337523,100.0,93.0,0.930000,322891.0,336500.0,0.959557
3366,337524,337623,100.0,99.0,0.990000,322990.0,336600.0,0.959566
3367,337624,337723,100.0,100.0,1.000000,323090.0,336700.0,0.959578
3368,337724,337823,100.0,93.0,0.930000,323183.0,336800.0,0.959569
3369,337824,337923,100.0,96.75,0.967500,323279.75,336900.0,0.959572
3370,337924,338023,100.0,89.25,0.892500,323369.0,337000.0,0.959552
3371,338024,338123,100.0,97.25,0.972500,323466.25,337100.0,0.959556
3372,338124,338223,100.0,95.75,0.957500,323562.0,337200.0,0.959555
3373,338224,338323,100.0,99.0,0.990000,323661.0,337300.0,0.959564
3374,338324,338423,100.0,99.0,0.990000,323760.0,337400.0,0.959573
3375,338424,338523,100.0,89.0,0.890000,323849.0,337500.0,0.959553
3376,338524,338623,100.0,95.0,0.950000,323944.0,337600.0,0.959550
3377,338624,338723,100.0,88.5,0.885000,324032.5,337700.0,0.959528
3378,338724,338823,100.0,88.5,0.885000,324121.0,337800.0,0.959506
3379,338824,338923,100.0,95.25,0.952500,324216.25,337900.0,0.959504
3380,338924,339023,100.0,99.75,0.997500,324316.0,338000.0,0.959515
3381,339024,339123,100.0,99.0,0.990000,324415.0,338100.0,0.959524
3382,339124,339223,100.0,97.0,0.970000,324512.0,338200.0,0.959527
3383,339224,339323,100.0,95.75,0.957500,324607.75,338300.0,0.959526
3384,339324,339423,100.0,96.25,0.962500,324704.0,338400.0,0.959527
3385,339424,339523,100.0,90.25,0.902500,324794.25,338500.0,0.959510
3386,339524,339623,100.0,91.75,0.917500,324886.0,338600.0,0.959498
3387,339624,339723,100.0,97.0,0.970000,324983.0,338700.0,0.959501
3388,339724,339823,100.0,96.0,0.960000,325079.0,338800.0,0.959501
3389,339824,339923,100.0,99.0,0.990000,325178.0,338900.0,0.959510
3390,339924,340023,100.0,97.0,0.970000,325275.0,339000.0,0.959513
3391,340024,340123,100.0,97.0,0.970000,325372.0,339100.0,0.959516
3392,340124,340223,100.0,88.0,0.880000,325460.0,339200.0,0.959493
3393,340224,340323,100.0,92.0,0.920000,325552.0,339300.0,0.959481
3394,340324,340423,100.0,100.0,1.000000,325652.0,339400.0,0.959493
3395,340424,340523,100.0,97.0,0.970000,325749.0,339500.0,0.959496
3396,340524,340623,100.0,99.0,0.990000,325848.0,339600.0,0.959505
3397,340624,340723,100.0,93.0,0.930000,325941.0,339700.0,0.959497
