window_id,sample_start,sample_end,n_eval,correct_estimated,interval_acc,cumulative_correct_estimated,cumulative_n_eval,cumulative_acc
383,39224,39323,100.0,100.0,1.000000,35134.0,38300.0,0.917337
384,39324,39423,100.0,100.0,1.000000,35234.0,38400.0,0.917552
385,39424,39523,100.0,100.0,1.000000,35334.0,38500.0,0.917766
386,39524,39623,100.0,100.0,1.000000,35434.0,38600.0,0.917979
387,39624,39723,100.0,100.0,1.000000,35534.0,38700.0,0.918191
388,39724,39823,100.0,100.0,1.000000,35634.0,38800.0,0.918402
389,39824,39923,100.0,100.0,1.000000,35734.0,38900.0,0.918612
390,39924,40023,100.0,100.0,1.000000,35834.0,39000.0,0.918821
391,40024,40123,100.0,100.0,1.000000,35934.0,39100.0,0.919028
392,40124,40223,100.0,100.0,1.000000,36034.0,39200.0,0.919235
393,40224,40323,100.0,97.0,0.970000,36131.0,39300.0,0.919364
394,40324,40423,100.0,100.0,1.000000,36231.0,39400.0,0.919569
395,40424,40523,100.0,100.0,1.000000,36331.0,39500.0,0.919772
396,40524,40623,100.0,98.0,0.980000,36429.0,39600.0,0.919924
397,40624,40723,100.0,100.0,1.000000,36529.0,39700.0,0.920126
398,40724,40823,100.0,100.0,1.000000,36629.0,39800.0,0.920327
399,40824,40923,100.0,99.25,0.992500,36728.25,39900.0,0.920508
400,40924,41023,100.0,99.75,0.997500,36828.0,40000.0,0.920700
401,41024,41123,100.0,93.0,0.930000,36921.0,40100.0,0.920723
402,41124,41223,100.0,100.0,1.000000,37021.0,40200.0,0.920920
403,41224,41323,100.0,99.0,0.990000,37120.0,40300.0,0.921092
404,41324,41423,100.0,96.0,0.960000,37216.0,40400.0,0.921188
405,41424,41523,100.0,94.0,0.940000,37310.0,40500.0,0.921235
406,41524,41623,100.0,100.0,1.000000,37410.0,40600.0,0.921429
407,41624,41723,100.0,99.0,0.990000,37509.0,40700.0,0.921597
408,41724,41823,100.0,100.0,1.000000,37609.0,40800.0,0.921789
409,41824,41923,100.0,100.0,1.000000,37709.0,40900.0,0.921980
410,41924,42023,100.0,100.0,1.000000,37809.0,41000.0,0.922171
411,42024,42123,100.0,100.0,1.000000,37909.0,41100.0,0.922360
412,42124,42223,100.0,98.0,0.980000,38007.0,41200.0,0.922500
413,42224,42323,100.0,100.0,1.000000,38107.0,41300.0,0.922688
414,42324,42423,100.0,100.0,1.000000,38207.0,41400.0,0.922874
415,42424,42523,100.0,97.0,0.970000,38304.0,41500.0,0.922988
416,42524,42623,100.0,96.0,0.960000,38400.0,41600.0,0.923077
417,42624,42723,100.0,100.0,1.000000,38500.0,41700.0,0.923261
418,42724,42823,100.0,100.0,1.000000,38600.0,41800.0,0.923445
419,42824,42923,100.0,99.0,0.990000,38699.0,41900.0,0.923604
420,42924,43023,100.0,89.0,0.890000,38788.0,42000.0,0.923524
421,43024,43123,100.0,100.0,1.000000,38888.0,42100.0,0.923705
422,43124,43223,100.0,100.0,1.000000,38988.0,42200.0,0.923886
423,43224,43323,100.0,100.0,1.000000,39088.0,42300.0,0.924066
424,43324,43423,100.0,100.0,1.000000,39188.0,42400.0,0.924245
425,43424,43523,100.0,100.0,1.000000,39288.0,42500.0,0.924424
426,43524,43623,100.0,100.0,1.000000,39388.0,42600.0,0.924601
427,43624,43723,100.0,98.5,0.985000,39486.5,42700.0,0.924742
428,43724,43823,100.0,89.5,0.895000,39576.0,42800.0,0.924673
429,43824,43923,100.0,100.0,1.000000,39676.0,42900.0,0.924848
430,43924,44023,100.0,99.5,0.995000,39775.5,43000.0,0.925012
431,44024,44123,100.0,93.75,0.937500,39869.25,43100.0,0.925041
432,44124,44223,100.0,97.75,0.977500,39967.0,43200.0,0.925162
433,44224,44323,100.0,100.0,1.000000,40067.0,43300.0,0.925335
434,44324,44423,100.0,98.0,0.980000,40165.0,43400.0,0.925461
435,44424,44523,100.0,92.75,0.927500,40257.75,43500.0,0.925466
436,44524,44623,100.0,99.25,0.992500,40357.0,43600.0,0.925619
437,44624,44723,100.0,100.0,1.000000,40457.0,43700.0,0.925789
438,44724,44823,100.0,100.0,1.000000,40557.0,43800.0,0.925959
439,44824,44923,100.0,90.75,0.907500,40647.75,43900.0,0.925917
440,44924,45023,100.0,99.25,0.992500,40747.0,44000.0,0.926068
441,45024,45123,100.0,100.0,1.000000,40847.0,44100.0,0.926236
442,45124,45223,100.0,99.0,0.990000,40946.0,44200.0,0.926380
443,45224,45323,100.0,95.0,0.950000,41041.0,44300.0,0.926433
444,45324,45423,100.0,100.0,1.000000,41141.0,44400.0,0.926599
445,45424,45523,100.0,100.0,1.000000,41241.0,44500.0,0.926764
446,45524,45623,100.0,100.0,1.000000,41341.0,44600.0,0.926928
447,45624,45723,100.0,95.0,0.950000,41436.0,44700.0,0.926980
448,45724,45823,100.0,100.0,1.000000,41536.0,44800.0,0.927143
449,45824,45923,100.0,100.0,1.000000,41636.0,44900.0,0.927305
450,45924,46023,100.0,100.0,1.000000,41736.0,45000.0,0.927467
451,46024,46123,100.0,95.0,0.950000,41831.0,45100.0,0.927517
452,46124,46223,100.0,100.0,1.000000,41931.0,45200.0,0.927677
453,46224,46323,100.0,100.0,1.000000,42031.0,45300.0,0.927837
454,46324,46423,100.0,98.0,0.980000,42129.0,45400.0,0.927952
455,46424,46523,100.0,91.0,0.910000,42220.0,45500.0,0.927912
456,46524,46623,100.0,100.0,1.000000,42320.0,45600.0,0.928070
457,46624,46723,100.0,100.0,1.000000,42420.0,45700.0,0.928228
458,46724,46823,100.0,98.0,0.980000,42518.0,45800.0,0.928341
459,46824,46923,100.0,99.0,0.990000,42617.0,45900.0,0.928475
460,46924,47023,100.0,100.0,1.000000,42717.0,46000.0,0.928630
461,47024,47123,100.0,100.0,1.000000,42817.0,46100.0,0.928785
462,47124,47223,100.0,100.0,1.000000,42917.0,46200.0,0.928939
463,47224,47323,100.0,100.0,1.000000,43017.0,46300.0,0.929093
464,47324,47423,100.0,100.0,1.000000,43117.0,46400.0,0.929246
465,47424,47523,100.0,100.0,1.000000,43217.0,46500.0,0.929398
466,47524,47623,100.0,98.0,0.980000,43315.0,46600.0,0.929506
467,47624,47723,100.0,100.0,1.000000,43415.0,46700.0,0.929657
468,47724,47823,100.0,100.0,1.000000,43515.0,46800.0,0.929808
469,47824,47923,100.0,100.0,1.000000,43615.0,46900.0,0.929957
470,47924,48023,100.0,100.0,1.000000,43715.0,47000.0,0.930106
471,48024,48123,100.0,100.0,1.000000,43815.0,47100.0,0.930255
472,48124,48223,100.0,100.0,1.000000,43915.0,47200.0,0.930403
473,48224,48323,100.0,100.0,1.000000,44015.0,47300.0,0.930550
474,48324,48423,100.0,97.0,0.970000,44112.0,47400.0,0.930633
475,48424,48523,100.0,100.0,1.000000,44212.0,47500.0,0.930779
476,48524,48623,100.0,97.0,0.970000,44309.0,47600.0,0.930861
477,48624,48723,100.0,100.0,1.000000,44409.0,47700.0,0.931006
478,48724,48823,100.0,100.0,1.000000,44509.0,47800.0,0.931151
479,48824,48923,100.0,99.25,0.992500,44608.25,47900.0,0.931279
480,48924,49023,100.0,99.75,0.997500,44708.0,48000.0,0.931417
481,49024,49123,100.0,100.0,1.000000,44808.0,48100.0,0.931559
482,49124,49223,100.0,100.0,1.000000,44908.0,48200.0,0.931701
483,49224,49323,100.0,100.0,1.000000,45008.0,48300.0,0.931843
484,49324,49423,100.0,100.0,1.000000,45108.0,48400.0,0.931983
485,49424,49523,100.0,100.0,1.000000,45208.0,48500.0,0.932124
486,49524,49623,100.0,100.0,1.000000,45308.0,48600.0,0.932263
487,49624,49723,100.0,99.0,0.990000,45407.0,48700.0,0.932382
488,49724,49823,100.0,100.0,1.000000,45507.0,48800.0,0.932520
489,49824,49923,100.0,100.0,1.000000,45607.0,48900.0,0.932658
490,49924,50023,100.0,98.0,0.980000,45705.0,49000.0,0.932755
491,50024,50123,100.0,100.0,1.000000,45805.0,49100.0,0.932892
492,50124,50223,100.0,100.0,1.000000,45905.0,49200.0,0.933028
493,50224,50323,100.0,100.0,1.000000,46005.0,49300.0,0.933164
494,50324,50423,100.0,99.0,0.990000,46104.0,49400.0,0.933279
495,50424,50523,100.0,100.0,1.000000,46204.0,49500.0,0.933414
496,50524,50623,100.0,100.0,1.000000,46304.0,49600.0,0.933548
497,50624,50723,100.0,99.0,0.990000,46403.0,49700.0,0.933662
498,50724,50823,100.0,100.0,1.000000,46503.0,49800.0,0.933795
499,50824,50923,100.0,100.0,1.000000,46603.0,49900.0,0.933928
500,50924,51023,100.0,100.0,1.000000,46703.0,50000.0,0.934060
501,51024,51123,100.0,99.0,0.990000,46802.0,50100.0,0.934172
502,51124,51223,100.0,100.0,1.000000,46902.0,50200.0,0.934303
503,51224,51323,100.0,100.0,1.000000,47002.0,50300.0,0.934433
504,51324,51423,100.0,98.0,0.980000,47100.0,50400.0,0.934524
505,51424,51523,100.0,100.0,1.000000,47200.0,50500.0,0.934653
506,51524,51623,100.0,100.0,1.000000,47300.0,50600.0,0.934783
507,51624,51723,100.0,100.0,1.000000,47400.0,50700.0,0.934911
508,51724,51823,100.0,99.0,0.990000,47499.0,50800.0,0.935020
509,51824,51923,100.0,100.0,1.000000,47599.0,50900.0,0.935147
510,51924,52023,100.0,100.0,1.000000,47699.0,51000.0,0.935275
511,52024,52123,100.0,100.0,1.000000,47799.0,51100.0,0.935401
512,52124,52223,100.0,100.0,1.000000,47899.0,51200.0,0.935527
513,52224,52323,100.0,100.0,1.000000,47999.0,51300.0,0.935653
514,52324,52423,100.0,97.0,0.970000,48096.0,51400.0,0.935720
515,52424,52523,100.0,100.0,1.000000,48196.0,51500.0,0.935845
516,52524,52623,100.0,100.0,1.000000,48296.0,51600.0,0.935969
517,52624,52723,100.0,99.0,0.990000,48395.0,51700.0,0.936074
518,52724,52823,100.0,95.0,0.950000,48490.0,51800.0,0.936100
519,52824,52923,100.0,100.0,1.000000,48590.0,51900.0,0.936224
520,52924,53023,100.0,100.0,1.000000,48690.0,52000.0,0.936346
521,53024,53123,100.0,96.5,0.965000,48786.5,52100.0,0.936401
522,53124,53223,100.0,98.5,0.985000,48885.0,52200.0,0.936494
523,53224,53323,100.0,100.0,1.000000,48985.0,52300.0,0.936616
524,53324,53423,100.0,100.0,1.000000,49085.0,52400.0,0.936737
525,53424,53523,100.0,99.0,0.990000,49184.0,52500.0,0.936838
526,53524,53623,100.0,100.0,1.000000,49284.0,52600.0,0.936958
527,53624,53723,100.0,100.0,1.000000,49384.0,52700.0,0.937078
528,53724,53823,100.0,99.0,0.990000,49483.0,52800.0,0.937178
529,53824,53923,100.0,100.0,1.000000,49583.0,52900.0,0.937297
530,53924,54023,100.0,100.0,1.000000,49683.0,53000.0,0.937415
531,54024,54123,100.0,96.0,0.960000,49779.0,53100.0,0.937458
532,54124,54223,100.0,99.0,0.990000,49878.0,53200.0,0.937556
533,54224,54323,100.0,100.0,1.000000,49978.0,53300.0,0.937674
534,54324,54423,100.0,95.0,0.950000,50073.0,53400.0,0.937697
535,54424,54523,100.0,98.0,0.980000,50171.0,53500.0,0.937776
536,54524,54623,100.0,100.0,1.000000,50271.0,53600.0,0.937892
537,54624,54723,100.0,100.0,1.000000,50371.0,53700.0,0.938007
538,54724,54823,100.0,91.0,0.910000,50462.0,53800.0,0.937955
539,54824,54923,100.0,100.0,1.000000,50562.0,53900.0,0.938071
540,54924,55023,100.0,100.0,1.000000,50662.0,54000.0,0.938185
541,55024,55123,100.0,98.0,0.980000,50760.0,54100.0,0.938262
542,55124,55223,100.0,100.0,1.000000,50860.0,54200.0,0.938376
543,55224,55323,100.0,100.0,1.000000,50960.0,54300.0,0.938490
544,55324,55423,100.0,92.0,0.920000,51052.0,54400.0,0.938456
545,55424,55523,100.0,97.0,0.970000,51149.0,54500.0,0.938514
546,55524,55623,100.0,97.0,0.970000,51246.0,54600.0,0.938571
547,55624,55723,100.0,99.25,0.992500,51345.25,54700.0,0.938670
548,55724,55823,100.0,97.75,0.977500,51443.0,54800.0,0.938741
549,55824,55923,100.0,94.0,0.940000,51537.0,54900.0,0.938743
550,55924,56023,100.0,100.0,1.000000,51637.0,55000.0,0.938855
551,56024,56123,100.0,95.0,0.950000,51732.0,55100.0,0.938875
552,56124,56223,100.0,98.0,0.980000,51830.0,55200.0,0.938949
553,56224,56323,100.0,100.0,1.000000,51930.0,55300.0,0.939060
554,56324,56423,100.0,98.0,0.980000,52028.0,55400.0,0.939134
555,56424,56523,100.0,98.0,0.980000,52126.0,55500.0,0.939207
556,56524,56623,100.0,100.0,1.000000,52226.0,55600.0,0.939317
557,56624,56723,100.0,96.75,0.967500,52322.75,55700.0,0.939367
558,56724,56823,100.0,98.25,0.982500,52421.0,55800.0,0.939444
559,56824,56923,100.0,100.0,1.000000,52521.0,55900.0,0.939553
560,56924,57023,100.0,99.0,0.990000,52620.0,56000.0,0.939643
561,57024,57123,100.0,97.0,0.970000,52717.0,56100.0,0.939697
562,57124,57223,100.0,100.0,1.000000,52817.0,56200.0,0.939804
563,57224,57323,100.0,95.25,0.952500,52912.25,56300.0,0.939827
564,57324,57423,100.0,96.75,0.967500,53009.0,56400.0,0.939876
565,57424,57523,100.0,100.0,1.000000,53109.0,56500.0,0.939982
566,57524,57623,100.0,94.0,0.940000,53203.0,56600.0,0.939982
567,57624,57723,100.0,99.0,0.990000,53302.0,56700.0,0.940071
568,57724,57823,100.0,100.0,1.000000,53402.0,56800.0,0.940176
569,57824,57923,100.0,92.75,0.927500,53494.75,56900.0,0.940154
570,57924,58023,100.0,97.25,0.972500,53592.0,57000.0,0.940211
571,58024,58123,100.0,100.0,1.000000,53692.0,57100.0,0.940315
572,58124,58223,100.0,92.0,0.920000,53784.0,57200.0,0.940280
573,58224,58323,100.0,97.0,0.970000,53881.0,57300.0,0.940332
574,58324,58423,100.0,100.0,1.000000,53981.0,57400.0,0.940436
575,58424,58523,100.0,91.0,0.910000,54072.0,57500.0,0.940383
576,58524,58623,100.0,97.0,0.970000,54169.0,57600.0,0.940434
577,58624,58723,100.0,100.0,1.000000,54269.0,57700.0,0.940537
578,58724,58823,100.0,94.0,0.940000,54363.0,57800.0,0.940536
579,58824,58923,100.0,92.25,0.922500,54455.25,57900.0,0.940505
580,58924,59023,100.0,99.75,0.997500,54555.0,58000.0,0.940603
581,59024,59123,100.0,95.0,0.950000,54650.0,58100.0,0.940620
582,59124,59223,100.0,98.0,0.980000,54748.0,58200.0,0.940687
583,59224,59323,100.0,100.0,1.000000,54848.0,58300.0,0.940789
584,59324,59423,100.0,95.0,0.950000,54943.0,58400.0,0.940805
585,59424,59523,100.0,98.0,0.980000,55041.0,58500.0,0.940872
586,59524,59623,100.0,100.0,1.000000,55141.0,58600.0,0.940973
587,59624,59723,100.0,97.0,0.970000,55238.0,58700.0,0.941022
588,59724,59823,100.0,97.0,0.970000,55335.0,58800.0,0.941071
589,59824,59923,100.0,100.0,1.000000,55435.0,58900.0,0.941171
590,59924,60023,100.0,95.0,0.950000,55530.0,59000.0,0.941186
591,60024,60123,100.0,98.0,0.980000,55628.0,59100.0,0.941252
592,60124,60223,100.0,100.0,1.000000,55728.0,59200.0,0.941351
593,60224,60323,100.0,96.75,0.967500,55824.75,59300.0,0.941395
594,60324,60423,100.0,97.25,0.972500,55922.0,59400.0,0.941448
595,60424,60523,100.0,100.0,1.000000,56022.0,59500.0,0.941546
596,60524,60623,100.0,98.0,0.980000,56120.0,59600.0,0.941611
597,60624,60723,100.0,98.0,0.980000,56218.0,59700.0,0.941675
598,60724,60823,100.0,98.5,0.985000,56316.5,59800.0,0.941747
599,60824,60923,100.0,94.75,0.947500,56411.25,59900.0,0.941757
600,60924,61023,100.0,99.75,0.997500,56511.0,60000.0,0.941850
601,61024,61123,100.0,98.75,0.987500,56609.75,60100.0,0.941926
602,61124,61223,100.0,92.75,0.927500,56702.5,60200.0,0.941902
603,61224,61323,100.0,91.5,0.915000,56794.0,60300.0,0.941857
604,61324,61423,100.0,80.0,0.800000,56874.0,60400.0,0.941623
605,61424,61523,100.0,96.0,0.960000,56970.0,60500.0,0.941653
606,61524,61623,100.0,97.0,0.970000,57067.0,60600.0,0.941700
607,61624,61723,100.0,96.5,0.965000,57163.5,60700.0,0.941738
608,61724,61823,100.0,96.5,0.965000,57260.0,60800.0,0.941776
609,61824,61923,100.0,95.0,0.950000,57355.0,60900.0,0.941790
610,61924,62023,100.0,94.0,0.940000,57449.0,61000.0,0.941787
611,62024,62123,100.0,97.0,0.970000,57546.0,61100.0,0.941833
612,62124,62223,100.0,97.0,0.970000,57643.0,61200.0,0.941879
613,62224,62323,100.0,96.25,0.962500,57739.25,61300.0,0.941913
614,62324,62423,100.0,93.75,0.937500,57833.0,61400.0,0.941906
615,62424,62523,100.0,98.0,0.980000,57931.0,61500.0,0.941967
616,62524,62623,100.0,92.0,0.920000,58023.0,61600.0,0.941932
617,62624,62723,100.0,89.0,0.890000,58112.0,61700.0,0.941848
618,62724,62823,100.0,94.0,0.940000,58206.0,61800.0,0.941845
619,62824,62923,100.0,89.0,0.890000,58295.0,61900.0,0.941761
620,62924,63023,100.0,95.0,0.950000,58390.0,62000.0,0.941774
621,63024,63123,100.0,99.0,0.990000,58489.0,62100.0,0.941852
622,63124,63223,100.0,93.0,0.930000,58582.0,62200.0,0.941833
623,63224,63323,100.0,93.0,0.930000,58675.0,62300.0,0.941814
624,63324,63423,100.0,97.0,0.970000,58772.0,62400.0,0.941859
625,63424,63523,100.0,85.0,0.850000,58857.0,62500.0,0.941712
626,63524,63623,100.0,94.0,0.940000,58951.0,62600.0,0.941709
627,63624,63723,100.0,97.0,0.970000,59048.0,62700.0,0.941754
628,63724,63823,100.0,91.0,0.910000,59139.0,62800.0,0.941704
629,63824,63923,100.0,90.0,0.900000,59229.0,62900.0,0.941638
630,63924,64023,100.0,98.0,0.980000,59327.0,63000.0,0.941698
631,64024,64123,100.0,99.25,0.992500,59426.25,63100.0,0.941779
632,64124,64223,100.0,89.75,0.897500,59516.0,63200.0,0.941709
633,64224,64323,100.0,89.0,0.890000,59605.0,63300.0,0.941627
634,64324,64423,100.0,97.0,0.970000,59702.0,63400.0,0.941672
635,64424,64523,100.0,94.0,0.940000,59796.0,63500.0,0.941669
636,64524,64623,100.0,95.0,0.950000,59891.0,63600.0,0.941682
637,64624,64723,100.0,97.75,0.977500,59988.75,63700.0,0.941739
638,64724,64823,100.0,96.25,0.962500,60085.0,63800.0,0.941771
639,64824,64923,100.0,95.0,0.950000,60180.0,63900.0,0.941784
640,64924,65023,100.0,97.0,0.970000,60277.0,64000.0,0.941828
641,65024,65123,100.0,98.0,0.980000,60375.0,64100.0,0.941888
642,65124,65223,100.0,82.0,0.820000,60457.0,64200.0,0.941698
643,65224,65323,100.0,97.0,0.970000,60554.0,64300.0,0.941742
644,65324,65423,100.0,97.0,0.970000,60651.0,64400.0,0.941786
645,65424,65523,100.0,92.0,0.920000,60743.0,64500.0,0.941752
646,65524,65623,100.0,97.5,0.975000,60840.5,64600.0,0.941803
647,65624,65723,100.0,96.5,0.965000,60937.0,64700.0,0.941839
648,65724,65823,100.0,100.0,1.000000,61037.0,64800.0,0.941929
649,65824,65923,100.0,98.75,0.987500,61135.75,64900.0,0.941999
650,65924,66023,100.0,96.25,0.962500,61232.0,65000.0,0.942031
651,66024,66123,100.0,89.0,0.890000,61321.0,65100.0,0.941951
652,66124,66223,100.0,99.0,0.990000,61420.0,65200.0,0.942025
653,66224,66323,100.0,95.0,0.950000,61515.0,65300.0,0.942037
654,66324,66423,100.0,92.0,0.920000,61607.0,65400.0,0.942003
655,66424,66523,100.0,100.0,1.000000,61707.0,65500.0,0.942092
656,66524,66623,100.0,99.0,0.990000,61806.0,65600.0,0.942165
657,66624,66723,100.0,98.0,0.980000,61904.0,65700.0,0.942222
658,66724,66823,100.0,100.0,1.000000,62004.0,65800.0,0.942310
659,66824,66923,100.0,95.25,0.952500,62099.25,65900.0,0.942325
660,66924,67023,100.0,99.75,0.997500,62199.0,66000.0,0.942409
661,67024,67123,100.0,96.0,0.960000,62295.0,66100.0,0.942436
662,67124,67223,100.0,98.5,0.985000,62393.5,66200.0,0.942500
663,67224,67323,100.0,96.5,0.965000,62490.0,66300.0,0.942534
664,67324,67423,100.0,94.0,0.940000,62584.0,66400.0,0.942530
665,67424,67523,100.0,99.0,0.990000,62683.0,66500.0,0.942602
666,67524,67623,100.0,100.0,1.000000,62783.0,66600.0,0.942688
667,67624,67723,100.0,100.0,1.000000,62883.0,66700.0,0.942774
668,67724,67823,100.0,99.0,0.990000,62982.0,66800.0,0.942844
669,67824,67923,100.0,100.0,1.000000,63082.0,66900.0,0.942930
670,67924,68023,100.0,100.0,1.000000,63182.0,67000.0,0.943015
671,68024,68123,100.0,97.0,0.970000,63279.0,67100.0,0.943055
672,68124,68223,100.0,96.0,0.960000,63375.0,67200.0,0.943080
673,68224,68323,100.0,100.0,1.000000,63475.0,67300.0,0.943165
674,68324,68423,100.0,93.0,0.930000,63568.0,67400.0,0.943145
675,68424,68523,100.0,90.75,0.907500,63658.75,67500.0,0.943093
676,68524,68623,100.0,99.25,0.992500,63758.0,67600.0,0.943166
677,68624,68723,100.0,97.0,0.970000,63855.0,67700.0,0.943205
678,68724,68823,100.0,99.5,0.995000,63954.5,67800.0,0.943282
679,68824,68923,100.0,99.5,0.995000,64054.0,67900.0,0.943358
680,68924,69023,100.0,100.0,1.000000,64154.0,68000.0,0.943441
681,69024,69123,100.0,97.0,0.970000,64251.0,68100.0,0.943480
682,69124,69223,100.0,98.0,0.980000,64349.0,68200.0,0.943534
683,69224,69323,100.0,100.0,1.000000,64449.0,68300.0,0.943616
684,69324,69423,100.0,98.0,0.980000,64547.0,68400.0,0.943670
685,69424,69523,100.0,100.0,1.000000,64647.0,68500.0,0.943752
686,69524,69623,100.0,100.0,1.000000,64747.0,68600.0,0.943834
687,69624,69723,100.0,100.0,1.000000,64847.0,68700.0,0.943916
688,69724,69823,100.0,99.0,0.990000,64946.0,68800.0,0.943983
689,69824,69923,100.0,100.0,1.000000,65046.0,68900.0,0.944064
690,69924,70023,100.0,100.0,1.000000,65146.0,69000.0,0.944145
691,70024,70123,100.0,99.0,0.990000,65245.0,69100.0,0.944211
692,70124,70223,100.0,97.0,0.970000,65342.0,69200.0,0.944249
693,70224,70323,100.0,100.0,1.000000,65442.0,69300.0,0.944329
694,70324,70423,100.0,97.0,0.970000,65539.0,69400.0,0.944366
695,70424,70523,100.0,94.0,0.940000,65633.0,69500.0,0.944360
696,70524,70623,100.0,100.0,1.000000,65733.0,69600.0,0.944440
697,70624,70723,100.0,89.75,0.897500,65822.75,69700.0,0.944372
698,70724,70823,100.0,81.25,0.812500,65904.0,69800.0,0.944183
699,70824,70923,100.0,100.0,1.000000,66004.0,69900.0,0.944263
700,70924,71023,100.0,91.0,0.910000,66095.0,70000.0,0.944214
701,71024,71123,100.0,97.0,0.970000,66192.0,70100.0,0.944251
702,71124,71223,100.0,100.0,1.000000,66292.0,70200.0,0.944330
703,71224,71323,100.0,98.25,0.982500,66390.25,70300.0,0.944385
704,71324,71423,100.0,94.75,0.947500,66485.0,70400.0,0.944389
705,71424,71523,100.0,100.0,1.000000,66585.0,70500.0,0.944468
706,71524,71623,100.0,96.5,0.965000,66681.5,70600.0,0.944497
707,71624,71723,100.0,97.5,0.975000,66779.0,70700.0,0.944540
708,71724,71823,100.0,100.0,1.000000,66879.0,70800.0,0.944619
709,71824,71923,100.0,92.5,0.925000,66971.5,70900.0,0.944591
710,71924,72023,100.0,91.5,0.915000,67063.0,71000.0,0.944549
711,72024,72123,100.0,99.0,0.990000,67162.0,71100.0,0.944613
712,72124,72223,100.0,88.0,0.880000,67250.0,71200.0,0.944522
713,72224,72323,100.0,92.0,0.920000,67342.0,71300.0,0.944488
714,72324,72423,100.0,100.0,1.000000,67442.0,71400.0,0.944566
715,72424,72523,100.0,95.75,0.957500,67537.75,71500.0,0.944584
716,72524,72623,100.0,91.25,0.912500,67629.0,71600.0,0.944539
717,72624,72723,100.0,99.0,0.990000,67728.0,71700.0,0.944603
718,72724,72823,100.0,98.0,0.980000,67826.0,71800.0,0.944652
719,72824,72923,100.0,85.25,0.852500,67911.25,71900.0,0.944524
720,72924,73023,100.0,99.75,0.997500,68011.0,72000.0,0.944597
721,73024,73123,100.0,93.75,0.937500,68104.75,72100.0,0.944587
722,73124,73223,100.0,89.25,0.892500,68194.0,72200.0,0.944515
723,73224,73323,100.0,98.5,0.985000,68292.5,72300.0,0.944571
724,73324,73423,100.0,93.5,0.935000,68386.0,72400.0,0.944558
725,73424,73523,100.0,85.0,0.850000,68471.0,72500.0,0.944428
