window_size,window_acc,global_acc,macro_f1,global_samples
100,0.91,0.8429189189189189,0.906988522041339,18500
100,0.93,0.8433870967741935,0.8699624327342877,18600
100,0.91,0.8437433155080214,0.8965059588299025,18700
100,0.94,0.8442553191489361,0.9493589743589743,18800
100,0.9,0.8445502645502645,0.8885886426870034,18900
100,0.92,0.8449473684210527,0.921573550952082,19000
100,0.93,0.8453926701570681,0.9255555555555556,19100
100,0.9,0.8456770833333334,0.8608500417710944,19200
100,0.93,0.8461139896373057,0.914887033308086,19300
100,0.95,0.8466494845360825,0.956408065618592,19400
100,0.92,0.847025641025641,0.9151506140801413,19500
100,0.9,0.847295918367347,0.8713712757830405,19600
100,0.95,0.8478172588832488,0.9472724987430869,19700
100,0.9,0.8480808080808081,0.8760548757879125,19800
100,0.93,0.8484924623115578,0.9461076280041797,19900
100,0.85,0.8485,0.826042445607663,20000
100,0.55,0.8470149253731343,0.3975694444444444,20100
100,0.75,0.8465346534653465,0.4993588399935884,20200
100,0.85,0.846551724137931,0.6364212644907726,20300
100,0.84,0.8465196078431373,0.7285176466359977,20400
100,0.92,0.8468780487804878,0.6852344649021864,20500
100,0.87,0.8469902912621359,0.6566739883416406,20600
100,0.92,0.8473429951690822,0.7048117839607202,20700
100,0.96,0.8478846153846153,0.9421026983090696,20800
100,0.96,0.848421052631579,0.9764673311184939,20900
100,0.94,0.8488571428571429,0.7031241772707327,21000
100,0.93,0.8492417061611375,0.8013382082691578,21100
100,0.96,0.8497641509433962,0.9166626471155701,21200
100,0.94,0.85018779342723,0.8490140729831452,21300
100,0.93,0.8505607476635514,0.8750884301241237,21400
100,0.92,0.8508837209302326,0.8176926448322576,21500
100,0.95,0.8513425925925926,0.7161672690824044,21600
100,0.89,0.8515207373271889,0.7928394858272907,21700
100,0.96,0.8520183486238532,0.9149107418685732,21800
100,0.96,0.8525114155251141,0.8942051900803852,21900
100,0.95,0.8529545454545454,0.7127168696936139,22000
100,0.92,0.8532579185520363,0.79642653503413,22100
100,0.96,0.8537387387387387,0.9460450326303829,22200
100,0.96,0.8542152466367713,0.8911599099099099,22300
100,0.94,0.8545982142857143,0.8608630047910408,22400
100,0.94,0.8549777777777777,0.8752470419137086,22500
100,0.93,0.8553097345132743,0.7062538699690402,22600
100,0.96,0.8557709251101322,0.8926521239954076,22700
100,0.94,0.856140350877193,0.9548394245879841,22800
100,0.95,0.8565502183406114,0.920344560588463,22900
100,0.96,0.857,0.8882706766917292,23000
100,0.93,0.8573160173160174,0.8176964793741109,23100
100,0.94,0.8576724137931034,0.8679928989139515,23200
100,0.9,0.8578540772532189,0.6955350790167253,23300
100,0.96,0.8582905982905983,0.965270267022376,23400
100,0.94,0.8586382978723405,0.8752173913043478,23500
100,0.96,0.8590677966101695,0.9513144077347808,23600
100,0.97,0.859535864978903,0.9737772695285011,23700
100,0.97,0.86,0.9782049781523097,23800
100,0.93,0.8602928870292887,0.9404231389525507,23900
100,0.9,0.8604583333333333,0.8268710846542804,24000
100,0.9,0.8606224066390041,0.8781390817196444,24100
100,0.93,0.860909090909091,0.9027529761904762,24200
100,0.94,0.8612345679012345,0.9252108930863745,24300
100,0.92,0.8614754098360655,0.874093137254902,24400
100,0.95,0.8618367346938776,0.9004287807594773,24500
100,0.96,0.8622357723577235,0.8732035607035606,24600
100,0.97,0.8626720647773279,0.9780355303611118,24700
100,0.97,0.8631048387096775,0.7340018371096142,24800
100,0.9,0.8632530120481928,0.8769050571861651,24900
100,0.89,0.86336,0.8458288009371601,25000
100,0.6,0.8623107569721116,0.3444741532976827,25100
100,0.36,0.8603174603174604,0.23261607673372378,25200
100,0.55,0.8590909090909091,0.3382882882882883,25300
100,0.48,0.8575984251968504,0.30990466101694913,25400
100,0.58,0.8565098039215686,0.38474414155906267,25500
100,0.71,0.8559375,0.44703382670992164,25600
100,0.82,0.8557976653696499,0.5755439161966156,25700
100,0.91,0.8560077519379845,0.662807881773399,25800
100,0.91,0.8562162162162162,0.6156035784826304,25900
100,0.95,0.8565769230769231,0.9488320355951056,26000
100,0.89,0.8567049808429119,0.7201365568070374,26100
100,0.96,0.8570992366412213,0.9580357142857143,26200
100,0.91,0.8573003802281369,0.8791863672182821,26300
100,0.81,0.8571212121212122,0.4968910382945124,26400
100,0.91,0.8573207547169811,0.8421184738955823,26500
100,0.93,0.857593984962406,0.6829952581664911,26600
100,0.95,0.857940074906367,0.7019945909398242,26700
100,0.93,0.8582089552238806,0.6827107279693486,26800
100,0.95,0.858550185873606,0.6953818369453044,26900
100,0.87,0.8585925925925926,0.6456792452830189,27000
100,0.96,0.8589667896678966,0.9136479591836735,27100
100,0.92,0.8591911764705882,0.8836110616932534,27200
100,0.89,0.8593040293040293,0.6392488262910798,27300
100,0.96,0.8596715328467154,0.6944139194139194,27400
100,0.91,0.8598545454545454,0.6716830466830467,27500
100,0.95,0.8601811594202898,0.7010228333757745,27600
100,0.95,0.8605054151624548,0.6772457653030025,27700
100,0.94,0.8607913669064748,0.6677166296731514,27800
100,0.94,0.8610752688172043,0.6804554079696394,27900
100,0.96,0.8614285714285714,0.691109777244231,28000
